Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_2063/7-225,1_2063,431,393.4,2.3e-118,2.4,219,241.9,1.4e-74,2e-72,0.3,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_2063/262-428,1_2063,431,393.4,2.3e-118,2.4,167,151.6,3.4e-47,4.6e-45,0.1,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_865/3-425,1_865,427,373.9,1.8e-112,0.1,423,366.8,1.9e-112,2.6e-110,0.1,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_1584/63-260,1_1584,426,35.2,9.7e-10,0.0,198,34.7,9.9e-12,1.3e-09,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_1813/97-200,1_1813,392,28.5,9.8e-08,0.0,104,27.7,1.3e-09,1.7e-07,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_16/60-216,1_16,477,27.0,2.9e-07,0.0,157,25.8,5.1e-09,6.9e-07,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_363/93-205,1_363,392,26.7,3.5e-07,0.0,113,26.1,4.1e-09,5.6e-07,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_191/148-200,1_191,387,25.9,6.4e-07,0.0,53,25.2,7.5e-09,1e-06,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_2012/79-178,1_2012,395,25.1,1.1e-06,0.2,100,24.6,1.1e-08,1.5e-06,0.2,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_989/149-255,1_989,451,22.4,7.4e-06,0.0,107,21.1,1.3e-07,1.8e-05,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_1342/87-200,1_1342,389,21.8,1.1e-05,0.0,114,21.1,1.3e-07,1.8e-05,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_324/109-195,1_324,395,20.5,2.6e-05,0.0,87,19.1,5.4e-07,7.3e-05,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_2543/56-196,1_2543,365,19.9,4.1e-05,0.3,141,19.3,4.8e-07,6.5e-05,0.3,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_2492/96-182,1_2492,392,19.5,5.4e-05,0.0,87,17.6,1.5e-06,0.00021,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_493/84-199,1_493,394,15.9,0.00066,0.0,116,15.3,7.8e-06,0.0011,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_3186/143-196,1_3186,367,15.6,0.00081,0.0,54,15.1,8.6e-06,0.0012,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_1016/60-164,1_1016,379,15.4,0.00098,0.0,105,14.7,1.1e-05,0.0015,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_731/103-149,1_731,418,14.4,0.0019,0.0,47,14.0,1.9e-05,0.0026,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_2650/79-182,1_2650,407,13.8,0.0029,0.1,104,13.2,3.2e-05,0.0043,0.1,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_2293/109-206,1_2293,385,13.5,0.0036,0.0,98,12.8,4.2e-05,0.0057,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_2178/100-203,1_2178,395,13.5,0.0037,0.0,104,12.9,4e-05,0.0054,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_1265/110-207,1_1265,406,13.3,0.0041,0.0,98,12.6,5e-05,0.0068,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom,1_74/77-207,1_74,419,12.6,0.0069,0.0,131,11.0,0.00016,0.021,0.0,workflow/out/metCcustom/hmmer_output/Blautia-hydrogenotrophica-DSM-10507-MAF-2_metCcustom.domtblout
