Pseudomonas_aeruginosa_malYcustom,NC_002516.2_5079/6-386,NC_002516.2_5079,394,214.1,7.7e-64,0.0,381,213.9,3.6e-66,9e-64,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_3881/35-380,NC_002516.2_3881,383,175.8,3e-52,0.0,346,175.6,1.5e-54,3.6e-52,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_4814/26-396,NC_002516.2_4814,412,164.4,9.2e-49,0.0,371,164.0,4.7e-51,1.2e-48,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_4821/27-388,NC_002516.2_4821,391,155.3,4.9e-46,0.0,362,155.1,2.4e-48,6e-46,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_2901/47-400,NC_002516.2_2901,404,148.9,4.3e-44,0.0,354,148.6,2.2e-46,5.3e-44,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_3741/33-401,NC_002516.2_3741,403,110.8,1.6e-32,0.0,369,110.5,7.7e-35,1.9e-32,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_2076/133-463,NC_002516.2_2076,475,107.3,1.8e-31,0.0,331,106.9,1e-33,2.5e-31,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_2970/154-452,NC_002516.2_2970,480,105.5,6.3e-31,0.0,299,105.1,3.4e-33,8.3e-31,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_5392/141-444,NC_002516.2_5392,459,102.3,5.9e-30,0.0,304,101.9,3.2e-32,8e-30,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_1685/52-384,NC_002516.2_1685,389,101.5,1e-29,0.0,333,101.3,4.9e-32,1.2e-29,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_4221/198-495,NC_002516.2_4221,501,98.1,1.2e-28,0.0,298,97.5,6.8e-31,1.7e-28,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_2145/160-337,NC_002516.2_2145,478,55.0,1.3e-15,0.0,178,54.6,7e-18,1.7e-15,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_2583/76-254,NC_002516.2_2583,375,53.1,5e-15,0.0,179,52.7,2.7e-17,6.7e-15,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_3237/84-354,NC_002516.2_3237,370,51.0,2.1e-14,0.0,271,50.5,1.2e-16,3.1e-14,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_1301/117-212,NC_002516.2_1301,325,43.0,5.7e-12,0.0,96,42.3,3.9e-14,9.6e-12,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_4254/174-354,NC_002516.2_4254,497,41.6,1.5e-11,0.0,181,41.1,8.5e-14,2.1e-11,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_5541/151-345,NC_002516.2_5541,492,32.6,7.9e-09,0.0,195,31.2,8.4e-11,2.1e-08,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_273/137-319,NC_002516.2_273,474,28.9,1e-07,0.0,183,28.4,6e-10,1.5e-07,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_3182/76-195,NC_002516.2_3182,404,20.3,4.3e-05,0.0,120,19.8,2.5e-07,6.2e-05,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_5129/81-179,NC_002516.2_5129,426,15.8,0.001,0.0,99,15.2,6.1e-06,0.0015,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_889/118-208,NC_002516.2_889,400,15.6,0.0012,0.0,91,15.0,7.2e-06,0.0018,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
Pseudomonas_aeruginosa_malYcustom,NC_002516.2_410/93-184,NC_002516.2_410,395,15.3,0.0014,0.0,92,14.8,8.1e-06,0.002,0.0,workflow/out/malYcustom/hmmer_output/Pseudomonas_aeruginosa_malYcustom.domtblout
